Website,Avg_Daily_Visitors,Avg_Daily_Pageviews,Facebook_likes,Twitter_mentions,Google_pluses,LinkedIn_mentions,Pinterest_pins,StumbleUpon_views,Reach_Day,Month_Average_Daily_Reach,Daily_Pageviews,Month_Average_Daily_Pageviews,Daily_Pageviews_per_user,Traffic_Rank
www.google.com.af,N/A,N/A,9,1,37,7,0,7,0.071616,0.067968,0.009888,0.009154,5.376,954
www.google.com,515007350,4192159833,94200,11200,11700000,1670,10800,246000,38.5056,40.79328,6.4656,7.564032,6.576,1
www.youtube.com,506457282,2679159025,13500,16500,19300000,60000,47,329000,42.6048,40.56768,5.93472,5.045568,5.2416,2
www.facebook.com,270071255,1082985733,5870000,64400,127000,6230,4150,23100,21.4368,21.5136,2.04672,2.01696,3.5904,3
www.yahoo.com,99572035,383352336,17200,1110,798000,7500,433,68900,7.6992,7.9248,0.732096,0.70391,3.5808,6
www.acbar.org,100388,712760,0,12,12,146,0,8,0.01056,0.009274,0.00192,0.00167,7.008,8011
www.bbc.com,9282040,24690228,9,9370,7200,1120,16,136,0.7008,0.765408,0.047808,0.048499,2.6688,104
www.wikipedia.org,118921355,397197324,476,162,126000,1240,5,5,8.8128,9.55488,0.78288,0.760608,3.3408,5
www.jobs.af,54630,169355,0,0,244,149,0,1,0.00659,0.005415,0.000554,0.00041,3.3425,17003
www.live.com,56576433,186702228,0,968,23100,80900,0,3650,3.9456,4.47456,0.320448,0.3456,3.0624,15
www.espncricinfo.com,2708739,9588936,225,565,1390000,1240,2,9820,0.24192,0.218976,0.020448,0.017885,3.552,323
www.blogfa.com,1660422,3486885,8,740,77,12,0,3,0.12864,0.14208,0.006269,0.007181,1.8432,560
www.azadiradio.com,42395,190779,0,2,3,0,0,0,0.003629,0.003199,0.000344,0.000333,4.011,27256
www.msn.com,22403678,71019660,47200,679,98500,247,60,14600,1.6128,1.77696,0.1296,0.13104,3.0144,39
www.varzesh3.com,2364472,14896181,12,0,16800,12,0,1,0.18528,0.20352,0.027072,0.031709,6.2496,173
www.ask.com,8592595,21567415,783,146000,62500,270,1,9480,0.68832,0.680256,0.043968,0.040397,2.4,112
www.myway.com,3850265,11127268,0,0,816,17,0,1960,0.31008,0.312384,0.022752,0.02137,2.7648,225
www.booksecure.net,75222,503985,0,16,0,0,0,0,0.006017,0.006188,0.001051,0.000955,6.685,11228
www.savefrom.net,11707659,13229654,51,8,6880,98,0,6,1.0656,0.920928,0.030816,0.024451,1.0848,118
www.onclkds.com,25646796,49754784,0,0,10,2,0,0,2.3616,2.2176,0.1152,0.10176,1.8432,44
www.instagram.com,47854006,156961142,362,3310000,1390000,21300,36,392,3.8208,3.83808,0.28992,0.308544,3.2448,17
www.flyariana.com,23287,107122,0,0,2,5,0,144,0.001624,0.00191,0.000162,0.000214,4.202,35704
www.linkedin.com,31156540,135219383,203,284,315000,236000,12,6820,1.632,2.43456,0.1392,0.24288,3.2064,24
www.twitter.com,64764259,206597988,300,13300000,67700,1950,643,25700,4.8768,5.15712,0.3792,0.384768,2.928,12
www.blogspot.com,20898095,44303962,456,1400,1840000,1030,0,99,1.6992,1.67328,0.09072,0.084931,2.0928,52
www.state.gov,895296,5004707,699,1670,526000,972,1,28900,0.07296,0.1152,0.013344,0.018384,6.912,968
www.zapmeta.ws,914814,1948553,0,0,1,0,0,0,0.07872,0.071424,0.003648,0.003475,1.92,1464
www.microsoft.com,26567811,73327159,109,222,3450,12,28,1270,1.5936,1.85952,0.09984,0.112224,2.352,47
www.taand.com,24395,56111,0,16,22,1,0,1,0.002292,0.002006,0.000105,0.000112,1.91,44408
www.thefuncoolstuff.com,653024,764038,0,1,0,0,0,0,0.048,0.053376,0.001248,0.001488,1.152,2740
www.wordpress.com,24736274,48483097,530,399000,19900,2110,25,9840,1.776,2.00448,0.091392,0.092285,1.9392,41
www.trackmedia101.com,4317058,10922157,0,0,0,0,0,0,0.38304,0.28128,0.023424,0.01656,2.4096,278
www.aliexpress.com,16128136,144346819,30,86,1880,840,2,172,1.296,1.31424,0.29664,0.276192,8.6112,42
www.tolonews.com,26450,71415,0,244,21400,16,0,269,0.00277,0.002197,0.000162,0.000132,2.3875,40909
www.amazon.com,48820414,399350988,2110,6410000,106000,112000,109,4860,3.7824,3.90336,0.770688,0.746035,7.68,11
www.aparat.com,1986676,11383656,0,16,332,161,0,1,0.14784,0.15648,0.019488,0.021341,5.616,392
www.sputniknews.com,957184,3302286,0,13200,1690,220,0,11,0.08064,0.083904,0.005933,0.006931,3.168,875
www.reimageplus.com,5037812,8614659,3,0,672,34,0,171,0.39456,0.397056,0.015072,0.016464,1.6224,208
www.softonic.com,4814923,13337338,0,4,917,86,1,78,0.40896,0.395136,0.028992,0.023875,2.6688,170
www.afsaana.com,17657,22954,0,0,0,0,0,0,0.000955,0.00191,0.000048,0.000063,0.955,70701
www.bing.com,22430345,78506210,0,80,13900,5520,157,5160,1.8336,1.75296,0.16032,0.145824,3.3024,40
www.flydubai.com,128194,666610,0,87,101,20,0,2,0.0096,0.010464,0.001056,0.001248,4.224,7451
www.taqaror.com,14697,86718,0,0,0,0,0,0,0.000783,0.001051,0.000105,0.000144,4.775,68035
www.xvideos.com,14858061,146500484,0,1320,207,432,3,76800,1.3344,1.18752,0.346848,0.265728,9.792,62
www.extratorrent.cc,2970524,22100702,10,1100,18800,33,0,21,0.26496,0.2352,0.052512,0.039562,7.5936,279
www.beytoote.com,529167,1158876,1,2,1450,0,0,0,0.04608,0.048576,0.002774,0.00239,2.304,655
www.p30download.com,608314,1599865,4,262,28700,3,0,98,0.04896,0.051264,0.00287,0.003274,2.208,1508
www.stackoverflow.com,18173611,76147434,636,29900,4390,250,0,47400,1.008,1.42368,0.1056,0.141504,3.9552,51
www.xnxx.com,6092386,50749572,0,11900,59700,289,1,32600,0.54144,0.489024,0.1152,0.093206,8.016,136
www.mohe.gov.af,N/A,N/A,3,13,29,1,0,0,0.001337,0.001051,0.000201,0.000078,6.112,57192
www.gazetaexpress.com,44412,262029,8,35,1190,0,0,16,0.003264,0.003331,0.000403,0.000463,5.28,695
www.joq.al,23152,152807,0,0,0,0,0,1,0.001824,0.001661,0.000202,0.000212,4.416,1375
www.balkanweb.com,26162,128194,0,4990,21,10,0,7,0.001536,0.002064,0.000154,0.000232,3.84,3410
www.google.al,198677,1615248,7,0,59,64,0,1,0.01632,0.016128,0.002851,0.002656,7.104,4300
www.gazetablic.com,11304,49739,3,103,14,1,0,0,0.000787,0.00072,0.000074,0.000069,3.648,5364
www.syri.net,12780,83070,0,67,3,0,0,0,0.00144,0.001152,0.000163,0.000154,4.896,4347
www.merrjep.com,11196,134347,785,452,54,4,0,0,0.001248,0.000913,0.000374,0.000283,12.48,5079
www.koha.net,23075,73839,49,765,33,20,0,1,0.001536,0.001766,0.000096,0.000131,2.688,4470
www.gazetatema.net,20338,181010,2,10,36,0,0,0,0.001632,0.001718,0.000413,0.000415,10.56,5336
www.xing.al,4395,9229,0,0,0,0,0,0,0.00047,0.00024,0.000023,0.000011,1.92,7126
www.tvklan.al,8664,50252,10,137,44,0,0,0,0.000701,0.00072,0.000106,0.000072,6.048,5409
www.noa.al,8906,33843,4,6,5,0,0,1,0.00072,0.000461,0.000055,0.000051,2.976,6226
www.merrjep.al,5687,62558,266,132,19,23,0,0,0.000413,0.000442,0.000089,0.000117,9.216,9014
www.albeu.com,11503,42560,16,1150,161,4,0,1,0.00096,0.000816,0.000074,0.000076,3.264,7163
www.gazetaglobale.net,2761,3589,0,0,0,0,0,0,0.000192,0.00023,0.000006,0.000009,0.96,5592
www.gjirafa.com,12819,33330,0,264,20,109,0,0,0.000854,0.001056,0.000055,0.000068,2.688,8309
www.anabel.al,4071,13844,1,3,0,0,0,0,0.000432,0.000317,0.000036,0.000027,2.88,9393
www.opinion.al,9093,20914,0,3,5,0,0,0,0.000525,0.000659,0.00003,0.000039,2.3875,9717
www.lexo.al,7141,19998,0,0,1,0,0,0,0.000624,0.000509,0.000041,0.000034,2.784,8520
www.arbresh.info,3400,8161,0,0,19,0,0,0,0.000392,0.000306,0.000019,0.000019,2.0055,9863
www.periskopi.com,5769,23075,0,0,2,0,0,0,0.00049,0.000355,0.000038,0.000025,3.264,8724
www.living.al,2400,8161,1,0,1,6,0,0,0.000191,0.00022,0.00001,0.000013,1.91,16828
www.revistaclass.al,4156,11222,0,0,0,28,0,0,0.000258,0.000267,0.000025,0.000014,3.82,12121
www.360grade.al,6121,27545,0,0,2,0,0,0,0.00064,0.000382,0.000042,0.000036,2.674,14571
www.revistawho.com,1700,3571,0,1,0,2,0,0,0.000191,0.00021,0.00001,0.00001,1.91,13938
www.infokusi.com,1177,1530,0,17,0,0,0,0,0.000076,0.000094,0.000002,0.000003,0.955,14028
www.filma24.tv,59755,334629,2,0,202,0,0,0,0.004489,0.005071,0.000535,0.000677,4.966,13999
www.ikub.al,8432,41318,37,0,123,32,0,1,0.000382,0.000659,0.000074,0.000074,7.64,14556
www.shije.al,2616,10201,0,0,0,1,0,0,0.000191,0.000229,0.000011,0.00002,1.91,16540
www.insajderi.com,9274,20404,0,0,1,0,0,0,0.000907,0.000688,0.000046,0.000037,2.101,19100
www.sovrani.info,2266,6121,0,0,0,0,0,0,0.000258,0.000134,0.000028,0.000008,4.775,28388
www.kohajone.com,5951,32137,1,12,26,0,0,159,0.000516,0.000449,0.000057,0.000053,4.775,19868
www.prive.al,1428,3571,1,2,2,0,0,0,0.000191,0.000134,0.000011,0.000006,2.865,20127
www.gazetametro.net,2953,5611,0,0,1,0,0,0,0.000382,0.000191,0.000019,0.00001,1.91,27380
www.shkarko.im,595,3571,0,1,9,1,0,0,0.000029,0.000081,0.000002,0.00001,1.91,22058
www.shekulli.com.al,8707,50500,0,33,5,0,0,4,0.000774,0.000716,0.000105,0.0001,5.2525,15609
www.ntd.tv,163932,216392,1,0,158,5,0,1,0.00816,0.009408,0.00025,0.000295,1.248,37
www.orainfo.com,2295,4591,0,562,1,0,0,0,0.000191,0.000143,0.000008,0.00001,0.955,17646
www.telegrafi.com,47969,249441,83,268,656,6,0,53,0.003725,0.003553,0.000506,0.000442,5.2525,20720
www.kosova-sot.info,1553,6057,2,8,6,1,0,0,0.000028,0.000151,0.000007,0.000009,9.45,350613
www.shqiperia-sot.al,595,3571,0,0,0,0,0,0,0.000096,0.000053,0.000003,0.000003,0.955,38853
www.shkodra.news,2661,6121,0,0,0,0,0,0,0.000191,0.000172,0.000009,0.000011,1.91,28489
www.klankosova.tv,4722,12752,0,251,721,40,0,0,0.000191,0.000344,0.000014,0.00002,2.865,15106
www.google.dz,3031816,18372811,222,0,1170,20,0,167,0.24288,0.24336,0.037728,0.034685,5.8464,243
www.ouedkniss.com,258996,3056152,1,3,1210,0,0,1,0.02016,0.020352,0.006202,0.005624,11.52,559
www.google.fr,25171130,223519641,4280,4,588000,124,0,6170,1.9584,2.00736,0.394944,0.405984,7.5744,25
www.ency-education.com,174182,1553715,3,0,39,0,0,0,0.01248,0.01248,0.002851,0.002444,9.504,5220
www.djelfa.info,153697,579438,1,65,290,0,0,0,0.01248,0.012672,0.001229,0.001066,3.84,3418
www.kooora.com,1588768,9691491,281,820,5760,86,0,69,0.12672,0.13152,0.020544,0.018134,6.0864,458
www.elkhadra.com,75084,105119,108,374,236,0,0,0,0.00624,0.006259,0.000221,0.000217,1.44,6178
www.uptodown.com,1792876,4984195,1,0,5650,30,0,223,0.1584,0.14496,0.01104,0.009481,2.6208,104
www.onec.dz,175433,663138,4,2,10,11,0,0,0.01528,0.011365,0.001452,0.000955,3.7245,19599
www.yalla-shoot.com,1046846,3025386,1,180,718,0,0,0,0.085152,0.1008,0.005126,0.006956,2.544,796
www.blpmovies.com,1562321,2671570,0,0,0,0,0,0,0.1104,0.10944,0.004358,0.003955,1.6704,1116
www.echoroukonline.com,217782,564055,21,4,253,9,0,0,0.01632,0.015264,0.001142,0.000902,2.592,6043
www.autobip.com,29484,153320,1,0,79,3,0,0,0.00192,0.002438,0.000211,0.000306,4.512,6009
www.mawdoo3.com,1091171,2302370,0,47,298000,125,0,1,0.08448,0.089088,0.004003,0.004454,2.0256,936
www.elkhabar.com,159876,447654,3,5,1080,19,0,3,0.01248,0.012864,0.000924,0.000843,2.88,6652
www.txxx.com,2436961,7383994,0,0,1250,0,0,114,0.17952,0.20544,0.011904,0.014525,2.8032,78
www.popads.net,18266216,39637688,0,7,48,3,0,23,1.8048,1.4832,0.095232,0.075139,2.064,59
www.xhamster.com,10203982,91325643,0,233000,6770,135,0,90100,0.92064,0.847488,0.2064,0.177408,8.4288,75
www.adf.ly,7121374,22859613,0,269000,1650,879,1,619,0.6624,0.60384,0.056832,0.04751,3.2256,106
www.startimes.com,267299,1005043,17,3,386,11,0,29,0.02016,0.021984,0.001872,0.001891,3.552,3427
www.mediafire.com,6214766,13486044,71,333,5650,1970,0,14000,0.5808,0.506976,0.03216,0.02545,2.0832,156
www.bongacams.com,2789508,6973771,0,1380,3970,19,0,0,0.21312,0.227424,0.011808,0.013229,2.3328,81
www.pornhub.com,23049255,68917274,0,3070,18200,280,2,64800,2.112,1.80288,0.16416,0.126912,2.9184,38
www.edu-dz.com,139136,388190,0,0,2,0,0,0,0.008404,0.00786,0.000531,0.000532,2.674,19527
www.newtabtv.com,3125321,4281690,0,0,1,0,0,0,0.30432,0.23136,0.011136,0.007437,1.4016,493
www.poste.dz,88363,386150,4,0,0,0,0,1,0.008309,0.007287,0.000879,0.000753,4.011,10006
www.ennaharonline.com,131170,321367,0,1,298,11,0,0,0.009073,0.009053,0.000602,0.000512,2.483,10070
www.stream-it.online,1550257,1999831,0,0,0,3,0,0,0.10368,0.12096,0.003101,0.00359,1.2384,936
www.iwanttodeliver.com,6684419,7486548,0,0,0,0,0,0,0.48768,0.528672,0.012864,0.01391,1.0656,217
www.e-onec.com,107807,361155,0,0,0,0,0,0,0.012415,0.004956,0.000938,0.000366,3.247,33659
www.torrent9.biz,1060417,7486548,0,0,0,0,0,0,0.096,0.085152,0.017952,0.014467,6.816,707
www.dailymotion.com,7343410,27464354,32,36,99000,2230,0,5580,0.67392,0.621312,0.062784,0.055363,3.504,109
www.doubleclick.net,4500636,6255883,48,3,3660,66,0,0,0.36,0.362496,0.011328,0.012221,1.3248,228
www.clicksgear.com,14492889,21449476,0,0,0,0,0,0,1.392,1.09824,0.05664,0.037219,1.5264,99
www.google.ad,28326,266275,1,0,22,4,0,361,0.002197,0.002101,0.000267,0.00045,4.584,29284
www.hola.com,242618,948637,953,11,15400,252,0,11,0.0192,0.018432,0.002544,0.001584,4.992,348
www.rolloid.net,19778,41534,0,0,2370,1,0,0,0.001248,0.009072,0.000062,0.000398,2.112,252
www.amazon.es,2171121,18367684,0,0,1770,1280,1,1,0.1776,0.16992,0.036288,0.033581,8.5824,336
www.google.es,18644822,160345473,2840,1,437000,130,3,2050,1.44,1.48608,0.273696,0.290976,7.1616,37
www.google.co.uk,27164867,271105377,5300,7,1040000,5770,103,54500,2.1312,2.16864,0.484224,0.49056,8.544,23
www.e-credit.ad,3480,20190,0,0,0,0,0,0,0.000378,0.000227,0.00006,0.000031,6.615,228586
www.paypal.com,12930906,53533954,26,524,350000,1370,0,14100,0.9552,1.04928,0.094272,0.10128,3.7152,73
www.menstylefashion.com,5350,26752,3,14,7020,15,0,17,0.000473,0.00035,0.000056,0.000038,4.725,152394
www.andlil.com,10739,81616,1,3,110,37,0,1,0.000573,0.00085,0.000287,0.000149,19.1,65027
www.porn555.com,1014945,1471670,0,0,2,0,0,0,0.03936,0.09696,0.00144,0.003389,1.344,86
www.whatsapp.com,21528030,25618356,166000,118,637000,6710,1,9110,1.4304,1.68864,0.043392,0.04729,1.1712,72
www.marca.com,2053793,7845492,1,390,831000,1110,8,375,0.15744,0.16704,0.015168,0.015053,3.6192,434
www.theguardian.com,6801715,16460152,10,75,6020000,13500,0,1,0.55584,0.542784,0.03072,0.030797,2.3328,138
www.livejasmin.com,6386123,10409380,0,70,1030,52,0,88,0.56448,0.508992,0.023904,0.019776,1.5936,45
www.booking.com,7099524,47708803,2,1300,5100000,9360,3,1350,0.4992,0.549792,0.0816,0.089251,6.1536,107
www.t.co,27294918,70147939,1,2110000,3880,3260,0,1320,2.1024,2.17152,0.12576,0.132768,2.3424,34
www.creditandorragroup.ad,2523,3533,0,0,2,0,0,0,NA,0.000217,NA,0.000008,NA,300819
www.thepiratebay.org,8339803,47703675,1430,23000,625,1190,0,83000,0.80352,0.639648,0.12,0.086189,5.6064,98
www.idealista.com,380537,3497141,1,12,1060,235,0,1,0.024,0.030336,0.004915,0.006948,7.68,1954
www.smartadtags.com,1063074,1307581,0,0,13,0,0,0,0.06624,0.09216,0.001728,0.002659,1.152,949
www.as.com,1579685,4897023,55,325000,181000,1260,1,145,0.11712,0.1296,0.00959,0.009492,3.072,604
www.telegraph.co.uk,3681478,5743106,39,1200,598000,671,24,1870,0.29088,0.264864,0.012384,0.009994,1.6032,363
www.habitaclia.com,73215,622330,0,7,1250,330,0,1,0.005157,0.005778,0.001337,0.001165,9.55,11053
www.diariandorra.ad,2403,5047,0,6,28,5,0,0,0.000189,0.000208,0.000019,0.000012,3.78,322391
www.uoc.edu,81016,550915,4,108,21400,276,0,0,0.005253,0.005969,0.000945,0.001003,6.685,11273
www.vk.com,48174081,237979961,429,1330000,38300,0,0,25,4.1088,3.81024,0.518784,0.446899,4.752,16
www.spiegel.de,2061682,9999157,45,0,564000,453,13,2200,0.14112,0.1584,0.019584,0.017357,5.2512,409
www.ebay.co.uk,4546892,58200228,437,19,15500,63,3,11000,0.36768,0.368448,0.1248,0.108672,12.768,132
www.vimeo.com,6682917,24459478,245,50800,75500,4030,10,249,0.44832,0.5352,0.040416,0.046061,3.3984,120
www.badil.info,27691,96920,0,142,4,0,0,0,0.001815,0.002302,0.000181,0.00018,3.82,32596
www.adbooth.com,1232969,2194687,0,0,0,0,0,0,0.07584,0.10176,0.002995,0.004387,1.632,844
www.google.co.ao,N/A,N/A,69,0,58,3,0,0,0.1344,0.20928,0.016224,0.027072,4.992,279
www.olx.co.ao,N/A,N/A,0,17,147,31,0,0,0.02592,0.019584,0.005664,0.004474,9.216,3246
www.abola.pt,575806,2763870,44,120,369,12,0,93,0.03936,0.04416,0.004992,0.00528,4.8,1717
www.google.com.br,24943683,200547216,17200,2,3580000,122,0,1660,1.968,1.97952,0.379008,0.365568,7.2576,27
www.club-k.net,197221,512777,2,477,41,0,0,189,0.006336,0.01728,0.000509,0.001142,3.36,4121
www.uol.com.br,5702894,18762522,26,103,14600,4400,0,1150,0.40128,0.43776,0.032352,0.033571,3.0336,158
www.jw.org,991901,5743106,2,36,63200,3680,8,119,0.07392,0.08256,0.0096,0.012106,5.088,758
www.thewhizmarketing.com,6445524,11537489,0,0,0,0,0,0,0.45888,0.530688,0.019008,0.020256,1.7376,164
www.sapo.ao,136740,615332,2,0,9,22,0,2,0.00384,0.01056,0.00024,0.000876,2.88,7956
www.zippyshare.com,2987988,7948048,9,18100,341,68,0,121,0.27456,0.24288,0.018336,0.015254,2.5248,325
www.google.pt,3052386,26433671,683,0,4750,300,0,3210,0.22848,0.2448,0.041472,0.048144,6.816,239
www.popcash.net,7818945,11024712,0,925,134,39,0,0,0.58464,0.597312,0.018816,0.019738,1.3344,170
www.sapo.pt,1052747,4168880,36,6,2170,451,0,460,0.06624,0.0816,0.006106,0.00719,3.456,890
www.mysagagame.com,3076664,4091963,0,0,0,0,0,0,0.18432,0.27744,0.005683,0.00898,1.248,519
www.baixaki.com.br,606009,1733187,132,958,160000,624,0,140,0.04992,0.04896,0.003206,0.003456,2.496,1572
www.jobartis.com,80335,482010,62,0,3340,142,0,1,0.00048,0.007392,0.000029,0.000989,1.92,8203
www.mmofreegames.online,2296814,4409885,0,0,0,0,0,0,0.21984,0.19296,0.011136,0.008107,1.9104,612
www.angonoticias.com,108204,357075,10,2,0,2,0,1,0.002865,0.008309,0.000143,0.00056,1.91,10270
www.internetspeedtracker.com,1618453,2071620,0,1,76,0,0,0,0.13824,0.10944,0.004138,0.003283,1.152,937
www.slideshare.net,6883860,15075653,0,75,2140,60300,2,7370,0.4512,0.552096,0.025632,0.028637,2.1408,134
www.videodownloadconverter.com,2651434,3261263,4,0,3280,0,0,0,0.20256,0.20544,0.005501,0.006103,1.152,445
www.terrambmsads.com,830756,1487053,0,0,0,1,0,0,0.0624,0.048192,0.002534,0.002083,1.728,5551
www.globo.com,6016069,23823635,1200,2970,213000,2480,7,3510,0.44448,0.438528,0.044352,0.038448,3.7536,155
www.thewhizproducts.com,3713215,5384162,0,0,0,0,0,0,0.23904,0.269376,0.007805,0.008688,1.3728,345
www.mozilla.org,7340442,10717045,10400,696,6410,190,1,395000,0.53568,0.879552,0.019872,0.026986,1.392,146
www.google.com.ar,7865975,55533785,4710,0,36900,601,0,1430,0.62592,0.621792,0.1056,0.100608,6.384,97
www.mercadolibre.com.ar,1831141,19593222,18,7,10200,96,0,107,0.12576,0.13536,0.0336,0.031949,10.08,416
www.taringa.net,2106049,5896939,0,457,57000,377,0,537,0.168,0.16704,0.01248,0.011203,2.7936,330
www.infobae.com,940835,3245880,47,2390,614000,291,1,12,0.07728,0.071328,0.004618,0.005614,2.208,1095
www.clarin.com,772046,2061365,2,26700,428000,418,4,309,0.05184,0.062208,0.003715,0.00426,2.688,1203
www.lagaceta.com.ar,87001,261003,487,83,7940,159,0,1,0.007584,0.006634,0.000576,0.000483,2.976,1573
www.lanacion.com.ar,745315,1922915,34,8,469000,0,0,151,0.04896,0.059232,0.003158,0.003581,2.4,1390
www.netflix.com,32886501,58866838,3,5140,498000,183,0,7580,3.072,2.67936,0.14304,0.112032,1.7568,31
www.elintransigente.com,47614,66660,0,165,1660,12,0,0,0.003168,0.003658,0.000106,0.000131,1.344,1920
www.ole.com.ar,350397,840954,190,654,398000,70,1,65,0.02688,0.02688,0.001459,0.001536,2.112,3659
www.afip.gob.ar,188038,1615248,0,223,286,4,0,0,0.005568,0.014304,0.001152,0.002909,7.776,4426
www.tn.com.ar,259879,496368,2030,500000,69200,3050,0,11,0.01632,0.022848,0.000701,0.001046,1.632,4301
www.ouo.io,2669935,10973435,0,61,44,3,0,0,0.20544,0.21024,0.019296,0.02016,4.0128,313
www.bigbangnews.com,30766,61533,0,0,13,10,0,1,0.002496,0.0024,0.000115,0.000108,1.92,4842
www.misionesonline.net,27882,44611,2,866,1410,23,0,0,0.002112,0.002294,0.000075,0.000088,1.536,4700
www.redlink.com.ar,176361,421502,0,16,0,61,0,0,0.007776,0.01488,0.000422,0.000838,2.112,6405
www.wikia.com,13209144,66045720,1,210,7010,81,0,5680,1.2288,1.09824,0.16224,0.127968,4.9632,69
www.shink.in,1743239,8768492,7,0,63,5,0,0,0.1632,0.14304,0.019872,0.016272,4.6656,451
www.santanderrio.com.ar,150185,717888,0,3,287,134,0,0,0.006912,0.01248,0.000845,0.001411,4.608,6276
www.anses.gob.ar,150113,579438,0,91,690,7,0,0,0.0144,0.012576,0.001181,0.001142,3.552,6277
www.animeflv.net,1236891,7742938,8,4420,5110,3,0,124,0.08016,0.1008,0.010464,0.015302,5.568,699
www.paisdelosjuegos.com.ar,146015,651227,0,3,368,0,0,0,0.01728,0.013056,0.001853,0.001459,4.128,6544
www.reddit.com,60614015,649176107,17,9140,184000,6420,522,209000,5.1648,4.90272,1.39008,1.232736,10.176,9
www.tumblr.com,17475782,108349851,273,5430,273000,3350,289000,7800,1.5072,1.41696,0.24672,0.206592,6.144,48
www.pinterest.com,18514058,50913661,6500,801000,2650000,2320,35000,146,1.4496,1.4736,0.094176,0.098304,2.544,63
www.mega.nz,3942687,8871047,5,4,112000,592,0,0,0.29856,0.325728,0.014688,0.017462,2.1024,291
www.pelisplus.tv,789895,3712507,0,0,27,0,0,0,0.054432,0.06288,0.005827,0.007018,4.512,1130
www.pelispedia.tv,591900,1994703,2050,85,33300,1,0,6,0.0336,0.050304,0.00264,0.004051,3.36,1664
www.google.am,322690,1519872,3,0,74,2,0,6,0.025632,0.025978,0.003005,0.002836,4.416,3108
www.ok.ru,21572093,46811442,4,1600,3330,254,0,5,1.872,1.71552,0.10272,0.08735,2.112,52
www.mail.ru,19840538,77378100,26,123000,13500,0,0,326,1.5552,1.5648,0.147264,0.14112,3.5712,54
www.list.am,62591,1320666,0,0,40,23,0,0,0.005062,0.004976,0.002884,0.002453,21.965,11356
www.google.ru,26105701,180651455,2030,40500,1110000,554,0,210,2.112,2.08416,0.356544,0.326074,6.3456,26
www.yandex.ru,29110541,121682061,22,1340,32400,649,0,327,2.3136,2.30592,0.233568,0.225504,3.8016,28
www.news.am,101772,417267,0,4,58,1,0,0,0.007545,0.007669,0.000898,0.000736,4.4885,9765
www.merojax.tv,108192,610205,0,7,71,1,0,0,0.007488,0.008717,0.001056,0.00119,5.472,9177
www.dasaran.am,30962,195370,12,0,25,4,0,1,0.002292,0.002454,0.000256,0.000366,4.6795,27105
www.blognews.am,49990,124976,1650,0,83,3,0,0,0.004202,0.00383,0.000239,0.00023,2.3875,24005
www.kinogo.club,3265668,10188885,3,0,57,2,0,0,0.26496,0.282816,0.018912,0.021542,2.8896,224
www.tert.am,41474,95389,9930,0,294,3,0,0,0.003152,0.003142,0.000172,0.000162,2.101,30004
www.1in.am,43359,121405,3,0,906,56,0,0,0.003247,0.003505,0.00022,0.000224,2.865,22558
www.goodinfo.su,24867,59682,0,0,0,0,0,0,0.002674,0.002177,0.000162,0.000116,2.3875,41086
www.tankionline.com,368504,1087088,29500,20500,22400,32,0,27,0.03648,0.031488,0.002582,0.002179,2.784,2422
www.apytrc.com,466247,503547,0,0,0,0,0,0,0.03552,0.03552,0.000864,0.000902,1.056,4041
www.friv.com,2121232,2481842,1010,22200,13400,93,0,1360000,0.2112,0.167712,0.006288,0.004649,1.1232,574
www.shamshyan.com,23201,71925,0,367,5,0,0,0,0.002101,0.001719,0.000143,0.000116,2.865,45303
www.arm-film.ru,28566,99981,1,0,3,0,0,0,0.002579,0.002015,0.000172,0.000159,2.865,39457
www.kargin-hayer.com,28435,133647,21,2,6,0,0,0,0.002292,0.002072,0.000267,0.000226,4.8705,35223
www.auto.am,11201,108652,0,0,20,0,0,0,0.000926,0.000955,0.000185,0.000224,8.4995,56661
www.vivarobet.am,17622,38767,0,0,4,1,0,0,0.001337,0.001366,0.000069,0.000075,2.1965,59640
www.aybnews.info,22050,41895,0,0,0,0,0,0,0.002363,0.000755,0.000113,0.000035,2.079,248024
www.mxttrf.com,461037,511751,0,0,0,0,0,0,0.03552,0.034944,0.000899,0.000951,1.056,2763
www.bestinfo.am,21735,49990,0,0,1,0,0,0,0.000898,0.001786,0.000049,0.00009,2.0055,52013
www.ereko.ru,37925,87228,0,13,6,0,0,0,0.002961,0.002999,0.000143,0.000166,2.101,32977
www.gisher.org,63183,278007,0,7,14,0,0,0,0.004489,0.004794,0.000401,0.000482,3.438,16506
www.past.am,15587,28055,0,1,3,0,0,0,0.001242,0.001385,0.000055,0.000062,1.8145,78957
www.armhost.pro,19081,51520,0,0,1,0,0,0,0.001624,0.001595,0.000096,0.000097,2.1965,56058
www.mamul.am,16058,43359,8,5,7990,4,0,0,0.000955,0.001442,0.000064,0.000088,2.7695,52017
www.ijquery11.com,39882,71789,0,0,0,0,0,0,0.00432,0.077664,0.000192,0.004308,1.632,1109
www.kinopoisk.ru,2648906,10224780,0,4,1900,2,1,42,0.26592,0.227616,0.0264,0.020621,3.7344,283
www.armfilm.org,29524,97430,0,1,0,0,0,0,0.002388,0.00234,0.000191,0.000167,3.438,40020
www.totogaming.am,9391,41318,0,0,4,0,0,0,0.000554,0.000759,0.000066,0.000076,5.0615,90584
www.mediamag.am,12468,44889,0,6,5610,0,0,0,0.001242,0.00084,0.000068,0.000068,2.292,85120
