Website,Avg_Daily_Visitors,Avg_Daily_Pageviews,Facebook_likes,Twitter_mentions,Google_pluses,LinkedIn_mentions,Pinterest_pins,StumbleUpon_views,Reach_Day,Month_Average_Daily_Reach,Daily_Pageviews,Month_Average_Daily_Pageviews,Daily_Pageviews_per_user,Traffic_Rank
www.newsru.co.il,135574,635844,0,11500,590,4,0,20,0.01056,0.011136,0.001267,0.001258,4.32,7359
www.bankleumi.co.il,80879,581521,0,9,0,2,0,0,0.007067,0.006647,0.001261,0.001127,6.876,10348
www.sekindo.com,174421,230237,0,0,18,0,0,8,0.01056,0.012288,0.000336,0.000381,1.152,9176
www.haaretz.co.il,133322,386633,9,15,9830,24,1,53,0.008832,0.010368,0.000576,0.000712,2.496,8898
www.sport5.co.il,96794,236179,56,2,487,0,1,52,0.007831,0.007946,0.000468,0.000479,2.1965,11928
www.one.co.il,91394,219345,0,313,515,7,1,45,0.008022,0.007277,0.000487,0.000423,2.292,12953
www.themarker.com,101292,212714,4,0,953,170,3,8,0.00573,0.007802,0.000306,0.000388,2.0055,12906
www.calcalist.co.il,106445,208633,11,1,207,264,0,0,0.006876,0.008251,0.000325,0.00038,1.8145,12384
www.9tv.co.il,115350,357584,2,15800,2400,29,0,0,0.007736,0.009741,0.000497,0.000732,2.674,9725
www.globes.co.il,84467,208633,826,20,2310,108,0,42,0.005062,0.006704,0.000296,0.000383,2.1965,13630
www.mignews.com,83899,318816,1420,4940,153,5,0,17,0.006685,0.007038,0.000659,0.000606,3.82,11590
www.nana10.co.il,79916,167825,66,7,1090,6,0,12,0.006208,0.006484,0.000315,0.000321,1.91,14357
www.google.it,20084279,171318907,2340,0,619000,2280,0,3560,1.5648,1.60224,0.298848,0.312384,7.1712,33
www.amazon.it,2963152,26905427,0,30,15700,977,0,32,0.2544,0.2304,0.0528,0.04896,8.8896,227
www.repubblica.it,2287539,7640382,2680,3,909000,1760,3,2670,0.15552,0.17568,0.013152,0.013978,3.1872,406
www.ebay.it,1576951,15075653,54,1,6450,742,0,236,0.1248,0.12768,0.031296,0.030019,9.4464,418
www.libero.it,1663061,6768660,247,1,26300,717,0,139,0.12192,0.13056,0.012,0.012288,3.744,507
www.subito.it,917390,11742601,17,63,18300,417,0,41,0.072,0.074976,0.024864,0.022992,13.44,669
www.corriere.it,1398335,4404756,1370,0,256000,2070,1,813,0.08832,0.10944,0.006643,0.008456,2.88,641
www.gazzetta.it,1013966,3589441,62,0,382000,203,5,380,0.0816,0.07776,0.007238,0.006691,3.36,948
www.tim.it,802427,2968980,1,3,168000,26,0,3,0.05952,0.06528,0.005846,0.005837,3.744,1074
www.mediaset.it,948041,3261263,1600,25,907,51,0,12,0.06912,0.070752,0.006106,0.00576,3.36,1019
www.poste.it,613424,3625335,0,31,1200,48,0,35,0.0432,0.049824,0.006058,0.006797,5.28,1162
www.cb01.uno,692428,2984364,0,0,5330,4,0,0,0.04608,0.055008,0.00385,0.005357,3.456,1764
www.altervista.org,854062,2579269,0,0,17600,16,0,1,0.06816,0.069888,0.005069,0.005069,2.784,1011
www.ilfattoquotidiano.it,789637,2076748,15,7,455000,454,0,87,0.06144,0.06096,0.003667,0.003696,2.592,1297
www.caffeinamagazine.it,39212,66660,3,0,194,0,0,0,0.002976,0.002784,0.000134,0.000113,1.728,1670
www.dagospia.com,187164,748654,460,68,1120,66,0,211,0.0144,0.0144,0.001056,0.001363,2.784,1372
www.amaporn.com,70030,490214,1,29,11600,0,0,264,0.005376,0.005405,0.000893,0.001104,6.24,1652
www.mymovies.it,200303,640971,3,22,3190,23,0,44,0.0192,0.017664,0.00144,0.001296,2.784,1364
www.virgilio.it,656944,2056236,203,1,4020,92,0,23,0.04704,0.047136,0.003514,0.00359,2.784,1633
www.ilmeteo.it,632584,1353732,0,3,68200,237,0,149,0.06048,0.054144,0.003302,0.002746,2.016,1972
www.unicredit.it,395978,4276563,0,0,5790,122,0,0,0.03744,0.032352,0.009091,0.008505,10.56,1792
www.ansa.it,589590,1456287,23,499,20900,272,0,119,0.04128,0.045792,0.002496,0.00265,2.304,1815
www.tripadvisor.it,451668,1743443,0,4,291,1160,0,89,0.0384,0.038016,0.003696,0.003677,3.648,2041
www.sky.it,472662,1389626,196,0,1870,74,0,3,0.03936,0.039072,0.003619,0.00287,3.456,2173
www.caribbeanjobs.com,11740,73965,0,84,21,10,0,94,0.000955,0.000936,0.000134,0.000132,6.0165,25585
www.ncbelink.com,7661,42905,0,1,0,0,0,0,0.000728,0.000501,0.000082,0.000064,4.6305,107662
www.jamaicaobserver.com,33267,76516,11,462,978,2440,0,162,0.002579,0.002321,0.000162,0.000128,2.3875,33460
www.jamaica-gleaner.com,28055,56111,5,1290,197,36,0,45,0.002101,0.001843,0.000134,0.000089,2.292,46732
www.jncb.com,4206,5047,0,26,638,5,0,69,0.000331,0.000321,0.000009,0.000012,1.0395,182439
www.ncu.edu.jm,2467,11105,0,5,427,0,0,1,0.000208,0.000217,0.000026,0.000022,5.0085,241611
www.mediawhirl.net,3441691,4061196,0,0,0,0,0,0,0.18336,0.291456,0.005414,0.007804,1.248,407
www.yahoo.co.jp,22267602,185266451,19,413,167000,417,1,540,1.7472,1.73376,0.35136,0.351456,7.5936,29
www.amazon.co.jp,13476767,121425673,1,10700000,16100,2210,0,16,1.152,1.0656,0.27168,0.235584,8.8896,58
www.fc2.com,9213219,39432577,0,52500,395,22,0,67,0.86016,0.67392,0.09696,0.068179,4.2432,94
www.rakuten.co.jp,6165299,47534459,47,0,102000,195,0,18,0.47712,0.4992,0.09696,0.089165,7.6704,114
www.nicovideo.jp,4419057,54354397,1370,2,3110,100,0,1610,0.2496,0.39168,0.075552,0.118464,11.52,143
www.ameblo.jp,4155264,12050267,6,38000,4610,46,0,3,0.3168,0.29376,0.021408,0.020352,2.592,245
www.kakaku.com,2442988,15024375,61,11800,5310,35,0,28,0.192,0.20256,0.027168,0.031354,5.28,294
www.livedoor.jp,3551130,12357933,30,0,892,0,0,0,0.1056,0.3024,0.009149,0.024768,3.552,212
www.2ch.net,2161708,13229654,4,1310000,1060,11,0,195,0.1824,0.1776,0.027936,0.02592,5.664,366
www.naver.jp,3088317,5435439,0,2,812,13,0,493,0.1536,0.24576,0.0072,0.01008,1.728,324
www.hatena.ne.jp,2942165,7178882,3,0,164,8,0,5,0.1632,0.21312,0.01104,0.012096,2.496,356
www.goo.ne.jp,3463260,6614827,0,197,531,146,0,1,0.2304,0.22368,0.011136,0.010272,1.824,352
www.hatenablog.com,2300415,4163751,1,3170,339,36,0,1,0.2208,0.2256,0.009024,0.009274,1.728,356
www.livedoor.com,1678943,12306656,30,10,890,106,0,34,0.1152,0.13632,0.01968,0.025152,6.528,444
www.chatwork.com,1699320,8768492,0,36,966,20,0,55,0.096,0.1392,0.009792,0.016128,4.224,470
www.qiita.com,1590432,5948217,28,1670,734,36,0,1,0.04608,0.13824,0.004128,0.012096,3.84,441
www.weblio.jp,1832324,6871215,1,0,102,7,0,1,0.1344,0.13152,0.011808,0.011328,3.264,434
www.tabelog.com,1450882,7486548,0,4740,338,7,0,17,0.1056,0.11424,0.014112,0.0144,5.184,553
www.buyma.com,938168,29177030,0,45,289,12,0,1,0.0768,0.0744,0.056064,0.054806,27.84,615
www.dmm.co.jp,1518012,13024544,2,4220,130,3,0,0,0.0816,0.09696,0.018336,0.020064,8.448,578
www.japanpost.jp,1264055,5435439,0,41,17,2,0,0,0.08544,0.09792,0.00912,0.010176,4.032,640
www.nikkei.com,1435450,4507312,46,15,135,65,0,6,0.1152,0.1104,0.009034,0.008237,3.264,644
www.sakura.ne.jp,1295617,3886852,3,375,46,3,0,1,0.09408,0.1056,0.006912,0.007632,2.784,681
www.blog.jp,1451950,4050941,171,299,52,0,0,0,0.07104,0.09024,0.005184,0.005962,2.784,674
www.google.je,40655,272397,0,0,89,2,0,92,0.003247,0.003438,0.000411,0.000636,5.348,20941
www.jerseyeveningpost.com,5517,23723,0,77,238,2,0,1,0.000756,0.000567,0.000073,0.000046,3.78,131172
www.un.org,570728,1666525,10,366,4110000,468,0,35000,0.0336,0.044736,0.0024,0.002928,2.592,1865
www.deviantart.com,4128056,31951155,51600,22,52700,695,429,472000,0.35328,0.34032,0.074976,0.063053,7.9776,163
www.gov.je,6940,11105,0,0,4,75,0,1,0.000662,0.000567,0.000019,0.000027,0.945,122681
www.spankbang.com,2860289,24741506,0,19300,51,1,0,185,0.20928,0.20736,0.040032,0.042278,8.1696,280
www.jtinsight.com,3950,9085,0,0,2,7,0,0,0.000473,0.000293,0.000009,0.000028,0.945,121373
www.hsbc.co.uk,442533,4199646,0,43,1500,81,0,30,0.0288,0.03696,0.005789,0.00828,7.488,1600
www.google.cf,27934,117324,2,0,2,0,0,0,0.002388,0.001624,0.000344,0.000141,6.0165,68237
www.redd.it,5064467,8204436,17,3,184000,6390,0,0,0.46944,0.404352,0.01632,0.015917,1.488,277
www.4chan.org,3502269,31520422,30,352,2730,118,0,68100,0.34272,0.273408,0.075456,0.05807,8.2944,218
www.investec.com,13533,66313,0,0,2,0,0,1,0.000764,0.001146,0.000083,0.000136,3.82,58795
www.itv.com,330366,835827,0,7,4150,664,0,798,0.02592,0.027936,0.00192,0.001574,2.784,3154
www.movie-forum.co,3028,48457,0,0,3,0,0,0,0.000189,0.000255,0.00007,0.000086,18.9,146178
www.lightrabbit.co.uk,1329,39876,0,0,305,2,0,0,0.000284,0.00017,0.000217,0.000092,37.8,186786
www.vidics.to,23250,199962,3,0,0,0,0,0,0.00191,0.00191,0.000392,0.000392,7.7355,70931
www.yourporn.sexy,485642,3579185,0,11,8,0,0,24,0.03456,0.035328,0.005482,0.006343,6.816,2227
www.google.jo,480886,2938213,97,0,662,166,0,145,0.03936,0.038304,0.006614,0.0058,6.3168,1638
www.garaanews.com,11896,29741,12,16,8,2,0,0,0.001056,0.001056,0.00006,0.000055,2.4,2350
www.alwakeelnews.com,18933,49226,1,2,33,6,0,0,0.001824,0.001651,0.000106,0.000097,2.496,1990
www.sarayanews.com,32197,138449,38,1,1230,205,0,4,0.003168,0.002534,0.000307,0.000235,3.84,2833
www.ammonnews.net,39699,123066,174,16,144,35,0,1,0.003264,0.00313,0.000211,0.00021,2.4,5069
www.alkawnnews.com,9115,32818,0,96,1,0,0,0,0.000413,0.000538,0.000054,0.000047,4.896,7525
www.royanews.tv,7225,15896,1260,2050,16,0,0,0,0.000893,0.000624,0.000043,0.000031,1.92,9487
www.sawaleif.com,15138,31791,0,222,27,10,0,1,0.001632,0.001152,0.000077,0.000061,1.824,8730
www.rumonline.net,6943,24995,0,6,15,1,0,1,0.000592,0.000506,0.000057,0.000046,3.7245,17582
www.jo24.net,4832,9181,0,1650,180,11,0,0,0.000688,0.000411,0.000034,0.00002,2.101,22205
www.gerasanews.com,9291,26015,1,18,291,6,0,0,0.000688,0.000688,0.000052,0.000044,2.865,18172
www.jfranews.com.jo,N/A,N/A,0,1,8,1,0,0,0.000624,0.000444,0.000052,0.000041,3.591,115876
www.jawabkom.com,34185,51277,0,0,35,12,0,0,0.002784,0.002707,0.000106,0.000096,1.44,4004
www.assawsana.com,12602,21424,0,5,26,0,0,0,0.000936,0.001051,0.000037,0.000041,1.91,17651
www.factjo.com,2550,6631,0,30,16,0,0,0,0.000287,0.000191,0.000013,0.000011,1.91,38526
www.arabiaweather.com,26988,51277,669,1,202,191,0,0,0.001632,0.002717,0.00006,0.000113,1.536,6923
www.opensooq.com,391529,3179219,0,2400,6460,343,0,1,0.03072,0.02976,0.006826,0.005798,8.352,2054
www.alquds.com,10795,20510,27,1130,95,2,0,29,0.000883,0.001152,0.000044,0.000043,1.824,2604
www.sarahanews.net,510,510,0,0,202,0,0,0,0.000067,0.000041,0.000002,0.000001,0.955,50714
www.raialyoum.com,82899,348176,53,29,29,8,0,1,0.006144,0.006442,0.000518,0.000651,3.168,5880
www.layalina.com,73327,146653,42,17,416000,0,0,0,0.007392,0.005174,0.000374,0.000242,2.016,3097
www.awa2el.net,4324,19894,300,2,15,9,0,0,0.000382,0.000372,0.000058,0.00004,6.0165,35762
www.aljaras.com,44318,124092,0,2350,2000,9,0,37,0.004128,0.003168,0.000269,0.000217,2.688,3499
www.jordanzad.com,10074,40298,0,38,16,1,0,0,0.000831,0.000735,0.000105,0.000061,4.6795,34401
www.sedty.com,94863,132809,0,33,24,2,0,0,0.006144,0.007392,0.000202,0.000244,1.248,2050
www.n4hr.com,69590,97428,205,153,20,2,0,0,0.005184,0.005904,0.000182,0.000204,1.344,3848
www.google.kz,2043366,12178461,8,0,119,6,0,5,0.1632,0.16368,0.022752,0.021667,5.2416,389
www.nur.kz,421699,1733187,0,0,260,5,0,0,0.03744,0.032352,0.003466,0.00312,3.456,478
www.yandex.kz,975603,3395099,0,0,16,4,0,1,0.073824,0.0768,0.006125,0.006231,3.1296,1080
www.olx.kz,319279,3256648,0,34,187,0,0,0,0.025824,0.024864,0.005875,0.006084,9.696,2441
www.kolesa.kz,195027,2905908,0,99,81,3,0,0,0.01536,0.015552,0.005491,0.005388,13.44,3637
www.kaspi.kz,136278,605076,0,12,291,12,0,0,0.01056,0.010272,0.001085,0.001075,4.128,7566
www.parimatch.kz,140707,209653,0,0,0,1,0,0,0.008843,0.012893,0.000267,0.000463,1.2415,9681
www.infourok.ru,779081,1410137,0,19,14,0,0,0,0.080832,0.07031,0.003283,0.00305,1.6896,1346
www.zakon.kz,180540,433296,1,1,8970,11,0,1,0.0096,0.013536,0.000518,0.00075,1.92,7070
www.traffic-media.co,887864,958893,0,0,0,0,0,0,0.053088,0.06576,0.001306,0.001661,1.0176,2453
www.tengrinews.kz,133632,440988,0,482,53,34,0,1,0.01248,0.011328,0.001008,0.000898,3.36,7373
www.krisha.kz,81720,800867,0,67,25,0,0,0,0.006112,0.00659,0.001499,0.001466,9.168,10101
www.gismeteo.kz,119439,293821,0,0,6,0,0,0,0.008557,0.009073,0.000474,0.000528,2.292,10112
www.satu.kz,88818,301982,0,18,14,2,0,0,0.008213,0.00743,0.000636,0.000622,3.3425,10769
www.kundelik.kz,65995,444812,0,0,12,0,0,0,0.006208,0.004536,0.001022,0.000677,6.876,14046
www.hh.kz,53711,355034,0,79,1,34,0,0,0.005539,0.004622,0.000965,0.000776,7.3535,14876
www.olimpkz.com,80071,264235,0,11,0,0,0,0,0.007927,0.0068,0.000669,0.000543,3.3425,13443
www.qiwi.com,577870,2230581,0,28,516,6,0,0,0.044448,0.046368,0.003869,0.004246,3.7248,1507
www.egov.kz,53020,349933,0,19,638,2,0,0,0.006017,0.004603,0.00095,0.000788,6.685,14410
www.informburo.kz,69436,182618,0,322,275,0,0,0,0.006208,0.00574,0.00037,0.000327,2.483,16914
www.baskino.co,578217,2035325,0,0,1,0,0,0,0.033712,0.021965,0.002703,0.001776,3.3234,11419
www.vseigru.net,383414,3703790,0,1,7,0,0,0,0.024864,0.03168,0.005626,0.007253,9.5328,1788
www.znanija.com,697839,1856253,0,792,25,1,0,0,0.077472,0.065414,0.004397,0.004032,2.4288,1329
www.kinobar.cc,67790,257604,0,0,2,0,0,0,0.004489,0.00574,0.000363,0.000556,3.438,14259
www.ratel.kz,42107,89269,0,14,6,0,0,0,0.001528,0.005214,0.00009,0.000234,2.292,17101
www.homebank.kz,53308,236689,0,0,13,0,0,0,0.002674,0.004269,0.000296,0.000442,4.202,17626
www.standardmedia.co.ke,N/A,N/A,165,2460,158000,216,0,16,NA,NA,NA,NA,NA,1583
www.nation.co.ke,N/A,N/A,0,693,3940,1810,0,12,NA,NA,NA,NA,NA,1765
www.the-star.co.ke,N/A,N/A,6,138,3600,24,0,1,NA,NA,NA,NA,NA,2373
www.google.co.ke,N/A,N/A,0,319,211,75,0,201,NA,NA,NA,NA,NA,4680
www.ghafla.com,15725,47175,0,60,17,0,0,0,0.000547,0.00144,0.000053,0.000103,3.744,5913
www.sportpesa.com,154959,1128109,0,75,82,0,0,0,0.0144,0.012192,0.00312,0.002144,8.448,5947
www.jumia.co.ke,N/A,N/A,0,0,4010,76,0,0,NA,NA,NA,NA,NA,8964
www.sde.co.ke,N/A,N/A,0,46,124000,0,0,0,NA,NA,NA,NA,NA,7617
www.mpasho.co.ke,N/A,N/A,0,633,168,0,0,0,NA,NA,NA,NA,NA,10856
www.betin.co.ke,N/A,N/A,0,0,6,0,0,0,NA,NA,NA,NA,NA,12756
www.citizentv.co.ke,N/A,N/A,0,7440,165000,14,0,0,NA,NA,NA,NA,NA,15008
www.betensured.com,38939,124604,0,158,3,0,0,0,0.00288,0.003034,0.000173,0.000234,2.496,6713
www.kilimall.co.ke,N/A,N/A,1,42,13,65,0,0,NA,NA,NA,NA,NA,16560
www.kra.go.ke,N/A,N/A,0,44,8,5,0,0,0.003247,0.004613,0.000334,0.000489,4.011,19081
www.kenyamoja.com,112223,392782,0,450,41,5,0,1,0.007545,0.006905,0.000535,0.000533,2.9605,11177
www.helb.co.ke,N/A,N/A,0,53,1,35,0,0,NA,NA,NA,NA,NA,36478
www.ecitizen.go.ke,N/A,N/A,0,158,47,81,0,0,0.001815,0.003658,0.000372,0.000809,7.9265,16617
www.olx.co.ke,N/A,N/A,0,11,143,105,0,0,NA,NA,NA,NA,NA,17530
www.futbol24.com,235646,2097259,348,3,89,2,0,85,0.02592,0.019104,0.00649,0.003914,9.312,3441
www.kenyans.co.ke,N/A,N/A,0,3,0,0,0,0,NA,NA,NA,NA,NA,20277
www.edaily.co.ke,N/A,N/A,0,0,19,0,0,0,NA,NA,NA,NA,NA,32269
www.blogspot.co.ke,N/A,N/A,93700,0,11700000,2200,0,0,NA,NA,NA,NA,NA,27228
www.zedo.com,419836,671738,0,6,176,315,0,47,0.03456,0.045216,0.001248,0.001613,1.344,2067
www.soccerway.com,432447,3671485,8,382,781000,11,1,325,0.04128,0.03456,0.009341,0.007004,8.544,1823
www.uonbi.ac.ke,N/A,N/A,1,86,799,3,0,28,0.00468,0.004737,0.000277,0.000353,2.292,18990
www.brightermonday.co.ke,N/A,N/A,0,0,322,54,0,0,NA,NA,NA,NA,NA,32310
www.google.com.kw,1768732,11691323,79,0,1680,59,0,56,0.14016,0.1392,0.024096,0.021418,6.4704,431
www.xcite.com,149667,478933,122,5,506,29,0,0,0.0096,0.009984,0.000845,0.00092,3.744,8744
www.indiansinkuwait.com,69471,291780,0,178,3,8,0,2,0.005635,0.005577,0.000659,0.000512,4.4885,14174
www.derwaza.cc,2550,3571,0,14,0,0,0,0,0.000478,0.000181,0.00001,0.000007,0.955,14512
www.alanba.com.kw,45733,132628,0,0,68,0,0,0,0.004775,0.003476,0.000306,0.00024,2.483,9607
www.knetpay.com.kw,53695,102021,0,0,0,0,0,0,0.004011,0.005004,0.000181,0.000216,1.8145,21784
www.q8yat.com,37603,56405,0,65,23,2,0,0,0.002688,0.002928,0.000083,0.000099,1.152,4959
www.starzplay.com,988597,1097343,0,144,36,126,0,1,0.064032,0.082272,0.001642,0.002198,1.056,1377
www.alraimedia.com,88790,284129,0,1290,52,4,0,0,0.005539,0.005358,0.000458,0.00044,3.056,15250
www.nbk.com.kw,36299,250462,0,0,0,0,0,0,0.004202,0.003142,0.000726,0.0005,6.685,23589
www.bestarabicgames.com,263214,263214,0,0,0,0,0,0,0.014325,0.010314,0.000325,0.000242,0.955,33041
www.declk.com,447432,505598,0,0,0,0,0,0,0.04416,0.036576,0.001248,0.000945,1.056,4862
www.ooredoo.com.kw,39266,168845,0,0,376,1,0,0,0.003629,0.00318,0.000372,0.000303,3.9155,21330
www.moi.gov.kw,37747,207613,0,0,13,0,0,0,0.00382,0.002865,0.000468,0.000382,4.775,25834
www.ybreakingnews.com,114185,148440,0,0,0,0,0,0,NA,0.018432,NA,0.000628,NA,11304
www.finance-lp.com,197134,266131,0,0,0,0,0,0,0.008448,0.028704,0.000202,0.000911,1.056,5210
www.akipress.org,26760,85633,0,54,9,1,0,1,0.001728,0.002016,0.000087,0.000145,1.92,6664
www.namba.kg,40317,209653,0,2920,61,14,0,1,0.003438,0.0034,0.00043,0.000424,4.8705,19904
www.ts.kg,30788,172416,1,7,28,0,0,0,0.002292,0.002416,0.000262,0.000305,4.8705,28995
www.elcat.kg,29468,383090,0,12,7,0,0,0,0.001719,0.002378,0.000669,0.000735,14.325,23266
www.lalafo.kg,12217,98960,0,0,0,0,0,0,0.001051,0.001261,0.000196,0.000211,7.5445,47020
www.blive.kg,11211,102021,0,0,16,0,0,0,0.000678,0.000812,0.00014,0.000171,7.9265,67733
www.google.kg,13537,35197,0,0,15,10,0,1,0.001337,0.000955,0.000096,0.000054,2.7695,75512
www.torrent.kg,6465,41895,0,8,0,0,0,0,0.000595,0.000544,0.000091,0.000085,5.859,94503
www.turmush.kg,11264,27035,2,5,7,0,0,0,0.000382,0.000955,0.000019,0.000056,1.91,78088
www.zanoza.kg,17854,42849,0,7,1,1,0,0,0.001528,0.001433,0.000082,0.000076,2.292,61505
www.super.kg,13023,61213,0,10,123,0,0,0,0.000888,0.001051,0.000115,0.000124,5.348,62316
www.sputnik.kg,29532,56111,0,11,2,0,0,0,0.002388,0.002006,0.000134,0.000095,2.292,47700
www.ca-news.org,21679,86718,5,125,11,1,0,0,0.001146,0.001719,0.000089,0.000137,3.056,41627
www.24.kg,11392,34177,0,4,1420,16,0,0,0.000382,0.000926,0.000023,0.000058,1.91,79787
www.okmot.kg,3228,27761,0,7,20,0,0,0,0.000321,0.000269,0.000068,0.000055,8.5995,187865
www.o.kg,5215,15647,0,2,11,0,0,0,0.000359,0.000444,0.000029,0.000029,3.402,146572
www.job.kg,3075,19685,0,2,22,0,0,0,0.000198,0.000264,0.000026,0.000042,5.5755,172672
www.vb.kg,10867,24995,1,4,96,2,0,0,0.00063,0.000955,0.000026,0.000053,1.719,76443
www.adme.ru,938845,3220241,122,0,542,189,0,48,0.07536,0.074688,0.00673,0.006008,3.36,875
www.svetofor.info,7395,31800,0,23,404,0,0,0,0.000321,0.000482,0.000025,0.000049,3.1185,128489
www.azattyk.org,13822,42849,2,0,8,2,0,0,0.000955,0.001242,0.000088,0.000105,3.82,59863
www.cars.kg,3625,39876,0,0,9,0,0,0,0.000378,0.00034,0.000123,0.000084,9.45,106442
www.brightonclick.com,420013,835827,0,0,0,0,0,0,0.03456,0.031968,0.001526,0.00144,1.824,3464
www.porno365.info,459501,2122898,0,0,4,0,0,0,0.03744,0.033504,0.004022,0.003665,4.5024,2675
www.warthunder.ru,504550,943510,2030,144,324,16,0,1,0.03552,0.025536,0.00143,0.001066,1.728,5468
www.google.la,152933,784548,3,0,67,10,0,1,0.01152,0.012288,0.001344,0.001459,4.224,6532
www.google.co.th,8222916,63892056,1530,1,766000,156,0,731,0.64992,0.655008,0.125184,0.118944,7.248,87
www.movie2free.com,753141,4097091,0,1,37,0,0,0,0.063264,0.05904,0.008755,0.007593,5.376,1155
www.daikynguyenvn.com,156984,281002,151,98,303,3,0,0,0.01248,0.014016,0.000442,0.000588,1.536,123
www.kapook.com,581754,2292114,1,13300,797,5,0,20,0.04032,0.047232,0.003686,0.004248,3.36,1513
www.sanook.com,715378,2045981,82,11,18800,102,1,11,0.04992,0.053568,0.003638,0.003511,2.784,1496
www.pantip.com,1646633,7640382,1,97000,1120,0,0,85,0.12864,0.13248,0.014592,0.01463,4.2528,491
www.tholakhong.com,12813,16657,0,0,0,0,0,0,0.00068,0.000888,0.000025,0.000031,1.89,102741
www.goal.in.th,125439,455346,2,28,876,0,0,0,0.008448,0.010176,0.000557,0.000898,2.784,8885
www.bcel.com.la,N/A,N/A,0,6,9,0,0,0,0.000643,0.000567,0.000029,0.000033,1.89,121331
www.newmovie-hd.com,411167,1784464,0,0,26200,60,0,0,0.02688,0.0336,0.002266,0.003197,3.648,2293
www.siamsport.co.th,164527,615332,4,194,301000,1,0,1,0.01152,0.013056,0.001056,0.001142,3.648,6973
www.037hd.com,253788,1251177,3,0,16300,0,0,0,0.01536,0.020256,0.00193,0.002189,5.376,3942
www.popclck.com,949721,1348604,0,0,0,0,0,0,0.088224,0.087936,0.00335,0.003322,1.44,1124
www.mthai.com,333410,810188,0,1,7350,11,0,5,0.02688,0.0264,0.001728,0.001536,2.4,3428
www.anime-sugoi.com,66313,484090,0,0,15,0,0,0,0.00382,0.005711,0.000544,0.001041,6.0165,12934
www.google.lv,648851,3990433,7,0,204,13,0,135,0.050496,0.051936,0.007296,0.007707,5.4432,1227
www.ss.lv,188132,4778572,0,2,270,31,0,34,0.0144,0.014976,0.008582,0.009153,23.04,3454
www.inbox.lv,282378,1030682,0,0,189,32,0,4,0.02112,0.021984,0.001795,0.00193,3.264,3627
www.delfi.lv,257988,1240921,4190,4,1070,24,0,32,0.0192,0.01968,0.001958,0.002289,3.84,3891
www.tvnet.lv,148551,692249,35,1,834,16,0,19,0.01152,0.011712,0.001296,0.001334,4.128,6504
www.swedbank.lv,111985,876849,0,0,6,2,0,1,0.007104,0.008093,0.00121,0.00143,6.432,8346
www.e-klase.lv,63283,420838,0,0,8,0,0,0,0.005444,0.00509,0.000795,0.000766,5.6345,14206
www.draugiem.lv,101205,692249,15,3,771,61,0,4080,0.00768,0.007824,0.001382,0.001229,6.816,7957
www.optibet.lv,53761,109672,0,0,10,0,0,0,0.003916,0.003992,0.000181,0.000193,1.91,24953
www.filebase.ws,92238,673340,1,0,41,0,0,0,0.008022,0.006952,0.00169,0.001203,8.1175,10181
www.gismeteo.lv,35218,113753,0,0,0,0,0,0,0.00277,0.002607,0.000201,0.000189,2.9605,34014
www.runabildes.lv,4405,9691,0,15,4,0,0,0,0.000143,0.000277,0.000007,0.000014,1.91,26513
www.vesti.lv,43773,188229,1,135,11,1,0,0,0.004489,0.003352,0.000353,0.000332,3.3425,22614
www.skaties.lv,39693,127016,0,61,9,0,0,0,0.001815,0.002359,0.000143,0.000185,2.9605,35081
www.220.lv,21888,120384,0,0,126,22,0,0,0.00191,0.001709,0.000229,0.000241,5.157,40468
www.salidzini.lv,30394,72945,0,0,19,0,0,0,0.002388,0.002292,0.000153,0.000136,2.3875,35147
www.jauns.lv,41336,119874,0,0,7,0,0,0,0.003343,0.002674,0.00022,0.000174,2.483,47486
www.1a.lv,20337,154562,85,2,419,5,0,16,0.001719,0.001595,0.000267,0.000282,6.685,38532
www.seb.lv,27290,54581,0,0,0,0,0,0,0.001624,0.002006,0.000085,0.000097,2.0055,47697
www.rigassatiksme.lv,19516,44889,0,9,3,0,0,0,0.001528,0.001518,0.000075,0.000088,1.91,56616
www.vid.gov.lv,15678,106611,0,71,10,1,0,1,0.000602,0.001136,0.000096,0.000207,6.2075,40387
www.elektrum.lv,16079,73965,0,1,2,0,0,0,0.001146,0.001327,0.000124,0.000142,4.584,50490
www.uzdevumi.lv,12680,177516,0,0,6,0,0,0,0.001051,0.000944,0.000308,0.000258,13.37,65880
www.google.com.lb,505335,3517140,55,0,491,64,0,93,0.039744,0.039936,0.006643,0.006431,6.288,1656
www.yasour.org,15193,41022,0,12,10,0,0,0,0.000874,0.001152,0.000046,0.000094,2.016,6953
www.bintjbeil.org,11964,32305,0,722,27,0,0,1,0.001152,0.001056,0.00005,0.000071,1.824,7394
www.greenarea.me,1767,5127,0,0,7,1,0,0,0.000192,0.000163,0.000012,0.00001,1.92,8528
www.saidaonline.com,18195,56405,1,18,6,1,0,0,0.001344,0.001536,0.000115,0.000112,3.264,7703
www.al-akhbar.com,47086,122425,10,214,105,28,0,44,0.004202,0.003734,0.000258,0.000237,2.292,13640
www.lebanonfiles.com,30606,122425,1,14,29,7,0,22,0.001719,0.002512,0.000153,0.000221,3.3425,30064
www.tayyar.org,33375,116814,1,375,302,150,0,0,0.002101,0.002693,0.000181,0.000224,3.247,27638
www.almodon.com,15830,45909,0,12,149,0,0,1,0.001433,0.001242,0.000078,0.00008,2.292,20215
